Name,Algorithm,Reduced,Iterations,Time,Cost,Total_operators
Improving Training and,model greedy,TRUE,5,9.486546516,29.51075802,26
Information Retention in,model greedy,FALSE,2,25.40452075,21.3102728,13
Integrated In-vehicle Monitoring,model greedy,TRUE,2,6.061607599,43.3439974,5
Intelligent Frame Selection,model greedy,TRUE,2,7.705926657,15.682644,7
Interpretable Local Tree,model greedy,TRUE,4,5.235791922,46.05312552,11
Interpretable NLG for,model greedy,FALSE,3,12.88849521,22.0937652,11
Interpretable Rumor Detection,model greedy,TRUE,2,9.746932268,27.9953245,2
Investigating the Effects,model greedy,TRUE,4,5.352298737,31.53227695,10
Joint Word Representation,model greedy,TRUE,1,14.28293848,11.6482576,5
Journey to the,model greedy,FALSE,3,1.785377264,13.5048788,21
Keyword-Guided Neural Conversational,model greedy,FALSE,3,9.001747131,13.0075152,26
Knowledge-driven Natural Language,model greedy,FALSE,2,3.930807352,7.870443664,18
Knowledge-incorporating ESIM models,model greedy,FALSE,2,8.959899187,24.8540304,23
Labeled Memory Networks,model greedy,TRUE,2,7.373456955,15.0033216,17
Language Models are,model greedy,TRUE,5,6.059976578,65.430544,27
Learning 2D Temporal,model greedy,FALSE,2,20.46572065,22.6370304,20
Learning a Wavelet-like,model greedy,TRUE,3,8.52733016,28.4746411,33
Learning Binary Residual,model greedy,FALSE,1,7.244059563,12.9865152,14
Learning Invariant Representation,model greedy,FALSE,1,4.24951911,14.38229183,9
Learning Logistic Circuits,model greedy,FALSE,2,7.776032686,20.2347728,19
Learning Markov Random,model greedy,FALSE,7,12.00260925,101.1235084,15
Learning Occupational Task-Shares,model greedy,TRUE,3,47.14781904,33.67205363,12
Learning Optical Flow,model greedy,FALSE,2,12.14907598,14.0305152,16
Learning Rewards from,model greedy,TRUE,4,8.500899315,37.49234615,16
Learning Scripts as,model greedy,FALSE,2,11.64045525,16.7851576,33
Learning Sparse Sharing,model greedy,TRUE,4,7.89037919,41.2904016,11
Learning the Joint,model greedy,TRUE,4,27.54856849,30.8821152,5
Learning Transferable Adversarial,model greedy,FALSE,0,12.05855346,0,11
Let There Be,model greedy,TRUE,3,0.093379498,30.86219665,34
Local Differential Privacy,model greedy,TRUE,5,9.709162474,50.1550568,20
Long-Term Trends in,model greedy,TRUE,2,16.43261576,22.7504576,14
LTU Attacker for,model greedy,FALSE,2,5.054401875,16.84612163,15
Open-Vocabulary Semantic Parsing,model greedy,FALSE,2,7.88514328,12.9175152,10
Open-Vocabulary Video Relation,model greedy,TRUE,1,8.030282021,49.044462,9
Optimal Pricing for,model greedy,TRUE,4,2.331977844,12.40353295,8
Order-Free RNN with,model greedy,TRUE,2,18.98038268,40.480284,4
Out of the,model greedy,TRUE,4,4.412046671,34.23721399,15
Painterly Image Harmonization,model greedy,TRUE,4,11.33472681,61.85608423,15
Parameterized Indexed Value,model greedy,FALSE,5,10.38291669,75.07450001,31
Patch-wise Graph Contrastive,model greedy,TRUE,3,39.21073318,43.4307684,8
Planning with Pixels,model greedy,TRUE,1,10.01914215,13.51979895,2
Playing Pairs with,model greedy,TRUE,8,1.515850782,75.7832824,46
Pre-Training With Scientific,model greedy,TRUE,3,20.11526275,16.1397539,11
Predicting Depression Severity,model greedy,TRUE,6,7.212770462,71.48425,38
Predicting the Argumenthood,model greedy,TRUE,2,14.03790212,19.26187162,10
Projective Quadratic Regression,model greedy,FALSE,2,4.709977627,13.8473275,3
Probability trees and,model greedy,TRUE,2,9.047883511,20,4
Provably Convergent Federated,model greedy,FALSE,1,5.584239721,7.8528,4
Provably Secure Federated,model greedy,TRUE,2,3.68917942,11.4352195,13
Qualitative Analysis of,model greedy,TRUE,4,6.72332406,42.7661078,12
Quantization-Based Regularization for,model greedy,TRUE,4,11.35395789,30.49131073,12
Relevant Intrinsic Feature,model greedy,TRUE,3,14.74067855,53.60133037,30
Representing Closed Transformation,model greedy,TRUE,5,17.52660418,27.29570928,11
Responsive Planning and,model greedy,TRUE,1,16.38404942,0,2
Retrospective Reader for,model greedy,TRUE,2,1.131315231,14.85287655,8
Revisiting Mahalanobis Distance,model greedy,TRUE,1,6.504475117,6.202062087,2
Source-Target Inference Models,model greedy,FALSE,4,2.590821743,31.87599818,29
Synchronous Speech Recognition,model greedy,FALSE,4,14.62894797,36.06150577,31
Task-Driven Causal Feature,model greedy,TRUE,4,16.17951584,28.23367162,10
That_s Mine! Learning,model greedy,TRUE,4,14.14734578,57.32606775,15
The Complexity of,model greedy,FALSE,1,11.91440606,9.8666364,7
Title-Guided Encoding for,model greedy,TRUE,3,6.117739677,32.55556567,27
Token-Level Contrastive Learning,model greedy,TRUE,3,9.077306747,32.59702055,23
Top-N Recommender System,model greedy,FALSE,2,10.8874464,16.50400535,31
Topical Phrase Extraction,model greedy,FALSE,1,6.242440939,2.59196227,16
Topological Pooling on,model greedy,TRUE,3,3.061144114,34.4809016,17
Toward a Human-Level,model greedy,TRUE,4,27.24900866,35.484394,16
Towards an Integrative,model greedy,FALSE,1,9.593747377,12.1765152,6
Towards Autonomous Satellite,model greedy,FALSE,2,8.498821974,11.9175152,14
Towards Cognitive Robots,model greedy,TRUE,4,5.283289671,39.4412889,16
Treatment effect estimation,model greedy,FALSE,1,4.031250238,11.0615152,10
